id,PositionTitle,Designation,Salary,Locations,VacancyType,EmploymentCategory,NumberOfVacancies,NumberOfApplicants,NumberOfSuccessfulApplicants,Remoteness,Region,Flexibility,Vacancy6MonthsOrLess,Department,ClassificationLevel,SalaryRange,ApplicantSuccessRate,Success
199206,Event Services Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Hospitality and Food Services",1.0,34,1,Outer Regional,Darwin Region,No,No,Department of the Chief Minister and Cabinet,Entry,24000 - 88000,1.0,Yes
199213,Remote Alcohol and Other Drugs Outreach Worker,ADMINISTRATIVE OFFICER 6,102135,Alice Springs,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Administration and Business Services, Medical, Community Services",1.0,8,0,Very Remote,Central Region,No,Yes,Department of Health,Entry,88000 - 103000,0.0,No
199216,Manager Ultrasound Services,SENIOR PROFESSIONAL OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Allied Health and Health Care Services, Professional",1.0,1,1,Outer Regional,Darwin Region,No,No,Department of Health,First Management,134000 - 384000,1.0,Yes
199218,Addiction Medicine Specialist,SENIOR SPECIALIST CLINICIAN,262168,Darwin,Ongoing (Permanent) - Full Time,"Medical, Allied Health and Health Care Services",1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,134000 - 384000,0.0,No
199228,Metering Compliance Analyst,PWC BAND 3 ADMIN CORPORATE SERVICES FT,133374,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,13,1,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
199236,Special Education Support Officer,ADMINISTRATIVE OFFICER 4 96%,90492,Palmerston,Ongoing (Permanent) - Full Time,"Education and Training, Administration and Business Services",1.0,21,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,88000 - 103000,1.0,Yes
199241,Special Education Support Officer,ADMINISTRATIVE OFFICER 4 96%,90492,Palmerston,Ongoing (Permanent) - Full Time,"Education and Training, Administration and Business Services",1.0,26,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,88000 - 103000,1.0,Yes
199244,Executive Assistant,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",1.0,30,0,Outer Regional,Darwin Region,No,No,Department of Education,Entry,24000 - 88000,0.0,No
199255,Recruitment Officer,ADMINISTRATIVE OFFICER 6,102135,Alice Springs,Ongoing (Permanent) - Full Time,"Administration and Business Services, Human Resources and Work Health Safety",1.0,11,0,Very Remote,Central Region,No,No,"Department of Territory Families, Housing and Communities",Entry,88000 - 103000,0.0,No
199257,Teaching Principal,PRINCIPALS (NON CONTRACT) TP1,136545,Haasts Bluff-Ikuntji,Fixed (Temporary) - Full Time,Education and Training,1.0,12,0,Very Remote,Central Region,No,No,Department of Education,First Management,134000 - 384000,0.0,No
199260,Practice Leader,PROFESSIONAL 3,117313,Katherine,Ongoing (Permanent) - Full Time,"Child Protection, Community Services, Professional, Social Work",1.0,7,0,Remote,Big Rivers Region,No,No,"Department of Territory Families, Housing and Communities",Entry,103000 - 134000,0.0,No
199262,Principal Mentor/ Remote Schools Specialist,SENIOR TEACHER 3,147568,Alice Springs,Fixed (Temporary) - Full Time,Education and Training,1.0,7,1,Very Remote,Central Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
199263,Manager Surface Water Monitoring,TECHNICAL 5,103447,Darwin,Ongoing (Permanent) - Full Time,"Trades, Maintenance and Services, Environment, Natural Resources and Conservation",1.0,10,1,Outer Regional,Darwin Region,No,No,"Department of Environment, Parks and Water Security",First Management,88000 - 103000,1.0,Yes
199265,Principal Mentor/ Remote Schools Specialist,SENIOR TEACHER 3,147568,Alice Springs,Fixed (Temporary) - Full Time,Education and Training,1.0,11,1,Very Remote,Central Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
199267,Senior Manager Policy and Programs - Health Education,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",1.0,9,1,Outer Regional,Darwin Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
199273,Director Digital Operations,SENIOR ADMINISTRATIVE OFFICER 2,154922,Darwin,Ongoing (Permanent) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services, Executive and Senior Management",1.0,13,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Middle Management,134000 - 384000,1.0,Yes
199276,Clinical Nurse Manager,NURSE LEVEL 6,145427,Alice Springs,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,1,1,Very Remote,Central Region,No,No,Department of Health,First Management,134000 - 384000,1.0,Yes
199282,Senior Project Manager Engineer - Civil,PROFESSIONAL 3,117313,Alice Springs,Ongoing (Permanent) - Full Time,"Program and Project Management, Professional",1.0,8,1,Very Remote,Central Region,No,No,"Department of Infrastructure, Planning and Logistics",First Management,103000 - 134000,1.0,Yes
199283,Community Work Coordinator,ADMINISTRATIVE OFFICER 5,90492,Darwin,Fixed (Temporary) - Full Time,"Probation and Parole Officer, Administration and Business Services, Community Services",1.0,23,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Intermediate,88000 - 103000,1.0,Yes
199286,Assistant Principal Primary and School Operations,SENIOR TEACHER 3,147568,Maningrida,Ongoing (Permanent) - Full Time,Education and Training,1.0,0,0,Remote,Top End Region,No,No,Department of Education,First Management,134000 - 384000,0.0,No
199290,Credits and Collections Coordinator ,PWC BAND 2 ADMIN CORPORATE SERVICES FT,102553,"Alice Springs, Darwin",Fixed (Temporary) - Full Time,Administration and Business Services,1.0,33,0,Outer Regional,Darwin Region,Yes,No,Department of Health,Intermediate,88000 - 103000,0.0,No
199292,Child and Family Health Nurse,NURSE LEVEL 4 RDO,122287,Darwin,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",2.0,4,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,103000 - 134000,0.5,Yes
199297,Recording and Production Officer,ADMINISTRATIVE OFFICER 5,90492,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Communication, Media and Public Relations, Information and Communication Technology (ICT)",1.0,7,1,Outer Regional,Darwin Region,No,No,Department of the Chief Minister and Cabinet,Entry,88000 - 103000,1.0,Yes
199329,Clinical Nurse Specialist - Forensic Mental Health,NURSE LEVEL 4 RDO,122287,Darwin,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services",1.0,3,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
199335,Strategic Planning Officer,ADMINISTRATIVE OFFICER 7,118256,Darwin,Fixed (Temporary) - Full Time,"Program and Project Management, Administration and Business Services",1.0,13,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,103000 - 134000,1.0,Yes
199336,Teaching Principal,PRINCIPALS (NON CONTRACT) TP1,136545,Neutral Jnction-Tara,Fixed (Temporary) - Full Time,Education and Training,1.0,8,1,Very Remote,Central Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
199349,Policy Officer,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Program and Project Management, Administration and Business Services",1.0,28,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,103000 - 134000,1.0,Yes
199354,Business Services Assistant,ADMINISTRATIVE OFFICER 3,68933,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Accounting and Finance",1.0,34,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Entry,24000 - 88000,1.0,Yes
199358,Primary Health Care Nurse,NURSE LEVEL 4 RDO,122287,"Borroloola, Gunbalanya-Oenpelli, Jabiru, Maningrida, Pine Creek, Robinson River, Wadeye-Port Keats, Warruwi",Fixed (Temporary) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,8,0,Remote,Darwin Region,Yes,No,Department of Health,Entry,103000 - 134000,0.0,No
199364,Senior Director School Improvement and Leadership,EXECUTIVE OFFICER 2 - EXECUTIVE CONTRACT,251074,Alice Springs,Fixed (Temporary) - Full Time,"Administration and Business Services, Education and Training, Accounting and Finance, Executive and Senior Management",1.0,6,1,Very Remote,Central Region,No,No,Department of Education,Middle Management,134000 - 384000,1.0,Yes
199373,Trade and Market Engagement Executive,ADMINISTRATIVE OFFICER 6,102135,Outside the NT     ,Fixed (Temporary) - Full Time,"Tourism and Culture, Administration and Business Services, Communication, Media and Public Relations",1.0,21,1,Very Remote,Barkly Region,No,No,"Department of Industry, Tourism and Trade",Entry,88000 - 103000,1.0,Yes
199375,Strategic Projects Manager,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Professional",1.0,15,1,Outer Regional,Darwin Region,No,No,Department of the Chief Minister and Cabinet,First Management,134000 - 384000,1.0,Yes
199379,Director Asset Management,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Executive and Senior Management, Procurement, Grants and Contract Management",1.0,0,0,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Middle Management,134000 - 384000,0.0,No
199380,Director Asset Management,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Executive and Senior Management, Procurement, Grants and Contract Management",1.0,0,0,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Middle Management,134000 - 384000,0.0,No
199382,Digital Assistant,ADMINISTRATIVE OFFICER 3,68933,Katherine,Fixed (Temporary) - Full Time,"Information and Communication Technology (ICT), Education and Training",1.0,9,1,Remote,Big Rivers Region,No,No,Department of Education,Entry,24000 - 88000,1.0,Yes
199385,"Project Manager, Activity Based Funding",SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Fixed (Temporary) - Full Time,"Accounting and Finance, Administration and Business Services",1.0,9,0,Outer Regional,Darwin Region,No,No,Department of Health,First Management,134000 - 384000,0.0,No
199387,Maintenance Officer,PHYSICAL 2,59613,Darwin,Fixed (Temporary) - Full Time,"Education and Training, Trades, Maintenance and Services",1.0,17,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,24000 - 88000,1.0,Yes
199391,Nurse Home Visitor,NURSE LEVEL 4 RDO,122287,Darwin,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,9,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,103000 - 134000,1.0,Yes
199393,Emergency Management Work Health Safety Coordinator ,ADMINISTRATIVE OFFICER 6,102135,Nhulunbuy,Ongoing (Permanent) - Full Time,"Administration and Business Services, Human Resources and Work Health Safety",1.0,11,0,Remote,East Arnhem Region,No,No,Department of Health,Intermediate,88000 - 103000,0.0,No
199397,Teaching Principal,PRINCIPALS (NON CONTRACT) TP1,136545,Arlparra,Fixed (Temporary) - Full Time,Education and Training,1.0,5,0,Very Remote,Barkly Region,No,No,Department of Education,First Management,134000 - 384000,0.0,No
199398,Director,SENIOR TEACHER 4,151745,Darwin,Fixed (Temporary) - Full Time,"Education and Training, Executive and Senior Management",1.0,9,1,Outer Regional,Darwin Region,No,Yes,Department of Education,Middle Management,134000 - 384000,1.0,Yes
199399,Assistant Principal,SENIOR TEACHER 3,147568,Alice Springs,Fixed (Temporary) - Full Time,Education and Training,1.0,4,1,Very Remote,Central Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
199401,Technical Officer,TECHNICAL 2,71080,Darwin,Fixed (Temporary) - Full Time,"Agriculture, Animal and Horticulture",1.0,13,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,1.0,Yes
199402,Tennancy Contract Officer,ADMINISTRATIVE OFFICER 5,90492,Nhulunbuy,Fixed (Temporary) - Full Time,"Administration and Business Services, Community Services",1.0,13,1,Remote,East Arnhem Region,No,No,"Department of Territory Families, Housing and Communities",Entry,88000 - 103000,1.0,Yes
199416,Principal,EXECUTIVE CONTRACT PRINCIPAL LEVEL 2,201447,Borroloola,Fixed (Temporary) - Full Time,"Education and Training, Executive and Senior Management",1.0,4,1,Very Remote,Big Rivers Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
199418,Administration Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Procurement, Grants and Contract Management",1.0,69,0,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Entry,24000 - 88000,0.0,No
199419,Allied Health Assistant,TECHNICAL 2,71080,Darwin,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Medical",1.0,43,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,1.0,Yes
199421,Training Liaison Officer,ADMINISTRATIVE OFFICER 6,102135,Alice Springs,Fixed (Temporary) - Full Time,"Administration and Business Services, Community Services",1.0,10,0,Very Remote,Central Region,No,No,Department of the Chief Minister and Cabinet,Entry,88000 - 103000,0.0,No
199426,Registrar and Director of Higher Courts,SENIOR PROFESSIONAL OFFICER 2,154922,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Community Services, Executive and Senior Management, Legal, Professional",1.0,6,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Middle Management,134000 - 384000,1.0,Yes
199448,Connected Beginning Community Engagement Leader,ADMINISTRATIVE OFFICER 6,102135,"Angurugu, Umbakumba",Fixed (Temporary) - Full Time,"Community Services, Education and Training, Social Work",1.0,4,1,Very Remote,East Arnhem Region,Yes,No,Department of Education,Entry,88000 - 103000,1.0,Yes
199462,Specialist  Anaesthetist,SPECIALIST CLINICIAN,262168,Darwin,Fixed (Temporary) - Full Time,"Medical, Allied Health and Health Care Services",1.0,4,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,134000 - 384000,0.0,No
199463,Manager Records and Information,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Information and Records Management, Program and Project Management, Administration and Business Services",1.0,18,0,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,First Management,103000 - 134000,0.0,No
199464,Water Monitoring Officer,TECHNICAL 2,71080,Darwin,Ongoing (Permanent) - Full Time,"Trades, Maintenance and Services, Environment, Natural Resources and Conservation, Professional, Science",1.0,34,1,Outer Regional,Darwin Region,No,No,"Department of Environment, Parks and Water Security",Entry,24000 - 88000,1.0,Yes
199466,Senior Water Monitoring Officer,TECHNICAL 4,91927,Darwin,Ongoing (Permanent) - Full Time,"Trades, Maintenance and Services, Environment, Natural Resources and Conservation, Professional, Science",1.0,10,1,Outer Regional,Darwin Region,No,No,"Department of Environment, Parks and Water Security",Intermediate,88000 - 103000,1.0,Yes
199467,Senior Water Monitoring Officer,TECHNICAL 4,91927,Darwin,Ongoing (Permanent) - Full Time,"Trades, Maintenance and Services, Environment, Natural Resources and Conservation, Professional, Science",1.0,9,1,Outer Regional,Darwin Region,No,No,"Department of Environment, Parks and Water Security",Intermediate,88000 - 103000,1.0,Yes
